Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.39777431650826,24.39777431650826,24.27639235473459,24.380434036254883,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.397787566912378,24.553850173950195,24.397787566912378,24.553850173950195,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.536500531573626,24.62320194687954,24.48447968239008,24.60586166381836,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.640544999094686,24.88330898923355,24.623204714084768,24.865968704223633,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,24.952664754125806,25.02202587922414,24.67522025373247,24.97000503540039,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,24.952678680419922,25.004699553276946,24.813956352801185,24.952678680419922,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,24.952678680419922,25.03938013518163,24.917998098515238,24.952678680419922,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,24.8659639512016,24.8659639512016,24.727241697638412,24.77926254272461,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.779251870369265,24.831272693050234,24.709890773461304,24.813932418823242,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.84863941792155,25.03938263745898,24.84863941792155,24.935340881347656,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,24.90066870493578,24.90066870493578,24.744606018066403,24.744606018066406,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.67522760606515,24.67522760606515,24.085657867058675,24.120338439941406,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.120335202937508,24.155015771166028,24.016293498251937,24.102994918823242,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.380438118722473,24.380438118722473,23.756187925070975,24.08565330505371,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.085648531209102,24.172349929809567,24.050967971768916,24.17234992980957,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.24171771416927,24.29373856763315,24.172356576217425,24.259057998657227,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.328431201765635,24.345771494853135,24.120347684715608,24.241729736328125,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.259065249545426,24.553850173950195,24.259065249545426,24.553850173950195,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.536500531573626,24.62320194687954,24.48447968239008,24.60586166381836,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.65789662843687,24.65789662843687,24.519174284535676,24.64055633544922,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.727235208536925,24.727235208536925,24.536492159943723,24.5711727142334,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.58853502764324,24.935340881347656,24.553854442272797,24.935340881347656,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,24.97001795887617,25.05671941012227,24.93533737837773,25.039379119873047,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.074050959106277,25.074050959106277,24.900648117065433,24.90064811706543,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,24.93532334492859,25.03936502786988,24.813941381497088,24.831281661987305,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.883325627592747,25.38619422912598,24.883325627592747,25.386194229125977,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.33415528468027,25.35149556892714,25.24745386344591,25.299474716186523,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.29949011717873,25.351511001586914,25.19544834836237,25.351511001586914,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.368836432981556,25.4381975715543,25.247454440479252,25.282135009765625,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.074052640157525,25.091392925524165,24.86596921575788,25.022031784057617,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,25.00469695255674,25.14341926574707,25.00469695255674,25.14341926574707,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,25.14341926574707,25.212780422342234,25.14341926574707,25.14341926574707,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.108730541178954,25.108730541178954,24.95266798947273,24.987348556518555,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.091398398300697,25.247461000639817,25.091398398300697,25.14341926574707,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.24474129951472,25.24474129951472,25.105363845825195,25.105363845825195,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,24.861474055139155,25.01827382142945,24.844051858884676,24.966007232666016,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,25.035667873690716,25.053090050359952,24.983401343683013,25.018245697021484,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,24.983401343683013,25.122778757036894,24.86144610699837,25.018245697021484,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,25.03566760158869,25.227311542867376,25.000823248628926,25.175045013427734,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,25.157641820303663,25.175064009929912,25.01826430329367,25.035686492919922,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,25.05309068305742,25.26215680836805,25.05309068305742,25.140201568603516,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,25.17505743953386,25.209901809692383,25.140213069375335,25.209901809692383,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,25.27957761666916,25.34926632133262,25.19246673583984,25.192466735839844,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,25.22731911780353,25.22731911780353,25.053097300691626,25.105363845825195,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,24.896300029957406,24.896300029957406,24.582700729370117,24.582700729370117,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,24.774337685158628,24.774337685158628,24.63496025795661,24.704648971557617,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,24.756907755785647,24.756907755785647,24.565263853383367,24.634952545166016,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,24.669809869681554,24.722076416015625,24.617543323347483,24.722076416015625,28000,0.0,0.0,0.0
1993-04-08 00:00:00-04:00,24.826612351389947,24.826612351389947,24.58270177390261,24.68723487854004,180800,0.0,0.0,0.0
1993-04-12 00:00:00-04:00,24.931153355162426,25.05310868254617,24.89630897590993,25.035686492919922,348500,0.0,0.0,0.0
1993-04-13 00:00:00-04:00,25.0182400809394,25.17503963576423,25.000817908181084,25.087928771972656,146100,0.0,0.0,0.0
1993-04-14 00:00:00-04:00,25.10536904925265,25.122791234574827,25.035680307963958,25.053102493286133,119600,0.0,0.0,0.0
1993-04-15 00:00:00-04:00,25.035680307963958,25.10536904925265,24.94856938135309,25.053102493286133,148600,0.0,0.0,0.0
1993-04-16 00:00:00-04:00,25.070524678608304,25.10536904925265,25.018258122641782,25.053102493286133,47900,0.0,0.0,0.0
1993-04-19 00:00:00-04:00,25.05309570568234,25.122784428090355,24.931140441468308,24.948562622070312,157000,0.0,0.0,0.0
1993-04-20 00:00:00-04:00,24.913715737326104,24.948560095000687,24.66980523360403,24.82660484313965,279500,0.0,0.0,0.0
1993-04-21 00:00:00-04:00,24.878875662771502,24.878875662771502,24.739498208078103,24.809186935424805,67900,0.0,0.0,0.0
1993-04-22 00:00:00-04:00,24.704635253841136,24.913701278556292,24.495569229125977,24.495569229125977,97700,0.0,0.0,0.0
1993-04-23 00:00:00-04:00,24.443305406570435,24.51299408912659,24.356194553375246,24.39103889465332,106000,0.0,0.0,0.0
1993-04-26 00:00:00-04:00,24.408471809865073,24.495582701406345,24.129716956932995,24.199405670166016,62600,0.0,0.0,0.0
1993-04-27 00:00:00-04:00,24.164565863432706,24.460742950439453,24.164565863432706,24.460742950439453,156800,0.0,0.0,0.0
1993-04-28 00:00:00-04:00,24.42590187448506,24.478168426284956,24.37363532268516,24.408479690551758,85900,0.0,0.0,0.0
1993-04-29 00:00:00-04:00,24.46073967256526,24.513006210327152,24.32136223853355,24.51300621032715,85000,0.0,0.0,0.0
1993-04-30 00:00:00-04:00,24.60011427955817,24.687225165817228,24.547847747802734,24.547847747802734,88500,0.0,0.0,0.0
1993-05-03 00:00:00-04:00,24.582693722755852,24.704648971557617,24.47816065235434,24.704648971557617,80500,0.0,0.0,0.0
1993-05-04 00:00:00-04:00,24.756917039357855,24.87887229570937,24.722072680400277,24.79176139831543,149100,0.0,0.0,0.0
1993-05-05 00:00:00-04:00,24.79177098718655,24.948570663142053,24.79177098718655,24.861459732055664,109000,0.0,0.0,0.0
1993-05-06 00:00:00-04:00,24.826592835695937,24.84401500610695,24.756904154051877,24.77432632446289,54700,0.0,0.0,0.0
1993-05-07 00:00:00-04:00,24.791765144461053,24.791765144461053,24.68723205179291,24.722076416015625,68000,0.0,0.0,0.0
1993-05-10 00:00:00-04:00,24.756904154051877,24.91370368775101,24.756904154051877,24.77432632446289,113900,0.0,0.0,0.0
1993-05-11 00:00:00-04:00,24.774346439778306,24.878879547119144,24.70465770155108,24.87887954711914,42600,0.0,0.0,0.0
1993-05-12 00:00:00-04:00,24.77434736147502,24.861458287499897,24.77434736147502,24.844036102294922,31000,0.0,0.0,0.0
1993-05-13 00:00:00-04:00,24.739491697572664,24.739491697572664,24.530425570550925,24.547847747802734,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,24.547853929075327,24.617542655630544,24.513009565797717,24.530431747436523,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,24.60011817948327,24.61754035949707,24.49558509940048,24.61754035949707,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,24.63495726760994,24.65237944389538,24.513002033611873,24.600112915039062,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,24.600120576200677,25.105363845825195,24.443320940799964,25.105363845825195,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,25.105356307508213,25.175045013427734,25.053089778068568,25.175045013427734,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,25.192473150498373,25.22731751170238,24.931140441468308,24.948562622070312,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,25.00083593731961,25.140213419897,25.00083593731961,25.053102493286133,30500,0.0,0.0,0.0
1993-05-25 00:00:00-04:00,25.15763039095877,25.15763039095877,25.105363845825195,25.105363845825195,191800,0.0,0.0,0.0
1993-05-26 00:00:00-04:00,25.17505194080293,25.43638465991161,25.157629759529016,25.418962478637695,102400,0.0,0.0,0.0
1993-05-27 00:00:00-04:00,25.45381489613361,25.45381489613361,25.2970152150486,25.331859588623047,53800,0.0,0.0,0.0
1993-05-28 00:00:00-04:00,25.314434920167958,25.314434920167958,25.08794651413755,25.209901809692383,79100,0.0,0.0,0.0
1993-06-01 00:00:00-04:00,25.297006297650032,25.540916826690736,25.262161936358506,25.453805923461914,28300,0.0,0.0,0.0
1993-06-02 00:00:00-04:00,25.384118116089873,25.50607338500726,25.2795850284464,25.418962478637695,20300,0.0,0.0,0.0
1993-06-03 00:00:00-04:00,25.366703962197494,25.366703962197494,25.279593028261374,25.331859588623047,21600,0.0,0.0,0.0
1993-06-04 00:00:00-04:00,25.26217889094698,25.26217889094698,25.140223544576894,25.2447566986084,32000,0.0,0.0,0.0
1993-06-07 00:00:00-04:00,25.297002623285945,25.297002623285945,25.157625198364258,25.157625198364258,121400,0.0,0.0,0.0
1993-06-08 00:00:00-04:00,25.087929011890722,25.087929011890722,24.931129455566406,24.931129455566406,104500,0.0,0.0,0.0
1993-06-09 00:00:00-04:00,25.01824569702148,25.122778757036894,24.983401343683013,25.018245697021484,43300,0.0,0.0,0.0
1993-06-10 00:00:00-04:00,25.00084211366742,25.05310868254617,24.948575544788675,25.035686492919922,17900,0.0,0.0,0.0
1993-06-11 00:00:00-04:00,25.122779391494298,25.175045922821955,25.0356685059482,25.140201568603516,647400,0.0,0.0,0.0
1993-06-14 00:00:00-04:00,25.17505257266996,25.19247475438115,25.105363845825195,25.105363845825195,64200,0.0,0.0,0.0
1993-06-15 00:00:00-04:00,25.140213419897,25.157635605219173,25.05310249328613,25.053102493286133,142400,0.0,0.0,0.0
1993-06-16 00:00:00-04:00,25.053097300691626,25.105363845825195,24.983408573846866,25.105363845825195,330900,0.0,0.0,0.0
1993-06-17 00:00:00-04:00,25.157622383508112,25.19246673583984,25.10535585501052,25.192466735839844,37400,0.0,0.0,0.0
1993-06-18 00:00:00-04:00,25.17802386471395,25.17802386471395,24.985021591186523,24.985021591186523,58500,0.318,0.0,0.0
1993-06-21 00:00:00-04:00,25.055204352717677,25.055204352717677,25.002567368783396,25.03765869140625,29300,0.0,0.0,0.0
1993-06-22 00:00:00-04:00,25.07274241808082,25.07274241808082,25.020105450093247,25.05519676208496,137500,0.0,0.0,0.0
1993-06-23 00:00:00-04:00,25.05519040919867,25.05519040919867,24.827096939086914,24.827096939086914,227600,0.0,0.0,0.0
1993-06-24 00:00:00-04:00,24.897286119820183,25.160470962524414,24.897286119820183,25.160470962524414,243700,0.0,0.0,0.0
1993-06-25 00:00:00-04:00,25.14294052124023,25.213123188431414,25.125394854442437,25.142940521240234,44800,0.0,0.0,0.0
1993-06-28 00:00:00-04:00,25.26575503141984,25.423666000366214,25.23066370498731,25.42366600036621,439900,0.0,0.0,0.0
1993-06-29 00:00:00-04:00,25.388574415040246,25.388574415040246,25.26575477377882,25.300846099853516,207500,0.0,0.0,0.0
1993-06-30 00:00:00-04:00,25.335937425928208,25.388574415040246,25.26575477377882,25.300846099853516,437600,0.0,0.0,0.0
1993-07-01 00:00:00-04:00,25.33593536185953,25.33593536185953,25.19557006899604,25.230661392211914,605700,0.0,0.0,0.0
1993-07-02 00:00:00-04:00,25.1429021942032,25.16044783425498,25.002537073788943,25.09026527404785,285400,0.0,0.0,0.0
1993-07-06 00:00:00-04:00,25.05519040919867,25.1253730153869,24.7920056359928,24.827096939086914,246400,0.0,0.0,0.0
1993-07-07 00:00:00-04:00,24.80956098410006,24.93238059293224,24.80956098410006,24.897289276123047,343700,0.0,0.0,0.0
1993-07-08 00:00:00-04:00,24.914826157201045,25.230647897221903,24.879734852754282,25.178010940551758,248200,0.0,0.0,0.0
1993-07-09 00:00:00-04:00,25.178011131419165,25.248193740844723,25.125374174349997,25.248193740844727,378200,0.0,0.0,0.0
1993-07-12 00:00:00-04:00,25.213115730603977,25.24820705381985,25.178024407388108,25.230661392211914,373700,0.0,0.0,0.0
1993-07-13 00:00:00-04:00,25.24820510529775,25.31838774631317,25.072748502759197,25.21311378479004,389600,0.0,0.0,0.0
1993-07-14 00:00:00-04:00,25.230663447704128,25.3710287520029,25.21311778466678,25.300846099853516,617300,0.0,0.0,0.0
1993-07-15 00:00:00-04:00,25.283286815898332,25.283286815898332,25.14292158721881,25.195558547973633,443800,0.0,0.0,0.0
1993-07-16 00:00:00-04:00,25.213104014956087,25.23064966841117,25.090284440770496,25.125375747680664,216400,0.0,0.0,0.0
1993-07-19 00:00:00-04:00,25.125369974985393,25.125369974985393,25.03764172786603,25.107824325561523,188200,0.0,0.0,0.0
1993-07-20 00:00:00-04:00,25.090282679434853,25.178010940551758,24.967463113871187,25.178010940551758,68500,0.0,0.0,0.0
1993-07-21 00:00:00-04:00,25.142925306344132,25.160470962524414,25.072742681623005,25.160470962524414,142700,0.0,0.0,0.0
1993-07-22 00:00:00-04:00,25.125386881024653,25.160478203484182,24.985021591186523,24.985021591186523,632400,0.0,0.0,0.0
1993-07-23 00:00:00-04:00,25.03764172786603,25.107824325561523,25.020096078442158,25.107824325561523,286200,0.0,0.0,0.0
1993-07-26 00:00:00-04:00,25.178011131419165,25.300830697913895,25.178011131419165,25.248193740844727,121300,0.0,0.0,0.0
1993-07-27 00:00:00-04:00,25.265752715427787,25.283298377035724,25.142933084172235,25.230661392211914,92800,0.0,0.0,0.0
1993-07-28 00:00:00-04:00,25.178010940551758,25.230647897221903,25.142919636105,25.178010940551758,30800,0.0,0.0,0.0
1993-07-29 00:00:00-04:00,25.230655881653043,25.388566801635573,25.19556456610137,25.318384170532227,331000,0.0,0.0,0.0
1993-07-30 00:00:00-04:00,25.318376158338808,25.318376158338808,25.142919636105,25.178010940551758,75300,0.0,0.0,0.0
1993-08-02 00:00:00-04:00,25.213102436131944,25.335922002626674,25.213102436131944,25.248193740844727,41300,0.0,0.0,0.0
1993-08-03 00:00:00-04:00,25.300838385687936,25.371021016438803,25.178018781873917,25.2657470703125,81600,0.0,0.0,0.0
1993-08-04 00:00:00-04:00,25.2657470703125,25.31838404337565,25.195564439561632,25.2657470703125,434000,0.0,0.0,0.0
1993-08-05 00:00:00-04:00,25.265750765551605,25.265750765551605,25.17802246428233,25.21311378479004,36800,0.0,0.0,0.0
1993-08-06 00:00:00-04:00,25.283285045557506,25.300830697913895,25.213102436131944,25.248193740844727,402300,0.0,0.0,0.0
1993-08-09 00:00:00-04:00,25.31838053510201,25.458745777153855,25.265743569332564,25.38856315612793,828200,0.0,0.0,0.0
1993-08-10 00:00:00-04:00,25.371009826660156,25.388555476609437,25.335918526761596,25.371009826660156,604900,0.0,0.0,0.0
1993-08-11 00:00:00-04:00,25.353464176710876,25.44119242645728,25.353464176710876,25.371009826660156,542200,0.0,0.0,0.0
1993-08-12 00:00:00-04:00,25.441211404152284,25.441211404152284,25.21311778466678,25.300846099853516,303700,0.0,0.0,0.0
1993-08-13 00:00:00-04:00,25.318384212800343,25.3534755284106,25.318384212800343,25.33592987060547,103500,0.0,0.0,0.0
1993-08-16 00:00:00-04:00,25.35347017046505,25.54647236553434,25.35347017046505,25.476289749145508,241800,0.0,0.0,0.0
1993-08-17 00:00:00-04:00,25.458751921958115,25.564025878906254,25.458751921958115,25.56402587890625,369300,0.0,0.0,0.0
1993-08-18 00:00:00-04:00,25.651752596910498,25.757026547376615,25.634206938499478,25.704389572143555,414300,0.0,0.0,0.0
1993-08-19 00:00:00-04:00,25.721935230554575,25.721935230554575,25.669298255321515,25.704389572143555,28500,0.0,0.0,0.0
1993-08-20 00:00:00-04:00,25.651756442747857,25.72193908691406,25.634210781706305,25.721939086914062,80700,0.0,0.0,0.0
